sources,is_weed,verbatim_name,wcvp_taxon_name,wcvp_author,wcvp_rank,wcvp_taxon_status,wcvp_taxonid,wcvp_accepted_name,wcvp_accepted_author,wcvp_accepted_taxonid,wcvp_family,wcvp_match_type,wcvp_match_score,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_authorship,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_accepted_key,gbif_accepted_name,gbif_accepted_authorship,gbif_kingdom,gbif_phylum,gbif_class,gbif_order,gbif_family,gbif_genus,gbif_species,gbif_species_key
tsakalos_2018_applvegsci,False,Tricoryne humilis,Tricoryne humilis,Endl.,Species,Accepted,290576,Tricoryne humilis,Endl.,290576,Asphodelaceae,exact,100,2779150,Tricoryne humilis Endl.,Tricoryne humilis,Endl.,SPECIES,ACCEPTED,EXACT,100,2779150,Tricoryne humilis Endl.,Endl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Tricoryne,Tricoryne humilis,2779150
tsakalos_2018_applvegsci,False,Tricoryne tenella,Tricoryne tenella,R.Br.,Species,Accepted,290560,Tricoryne tenella,R.Br.,290560,Asphodelaceae,exact,100,2779148,Tricoryne tenella R.Br.,Tricoryne tenella,R.Br.,SPECIES,ACCEPTED,EXACT,100,2779148,Tricoryne tenella R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Tricoryne,Tricoryne tenella,2779148
inaturalist_eneabba,False,Xanthorrhoea acanthostachya,Xanthorrhoea acanthostachya,D.J.Bedford,Species,Accepted,291557,Xanthorrhoea acanthostachya,D.J.Bedford,291557,Asphodelaceae,exact,100,2779414,Xanthorrhoea acanthostachya D.J.Bedford,Xanthorrhoea acanthostachya,D.J.Bedford,SPECIES,ACCEPTED,EXACT,100,2779414,Xanthorrhoea acanthostachya D.J.Bedford,D.J.Bedford,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Xanthorrhoea,Xanthorrhoea acanthostachya,2779414
inaturalist_eneabba|riviera_2021_restecol,False,Xanthorrhoea drummondii,Xanthorrhoea drummondii,Harv.,Species,Accepted,293354,Xanthorrhoea drummondii,Harv.,293354,Asphodelaceae,exact,100,2779410,Xanthorrhoea drummondii Harv.,Xanthorrhoea drummondii,Harv.,SPECIES,ACCEPTED,EXACT,100,2779410,Xanthorrhoea drummondii Harv.,Harv.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Xanthorrhoea,Xanthorrhoea drummondii,2779410
inaturalist_eneabba,False,Actinobole uliginosum,Actinobole uliginosum,(A.Gray) H.Eichler,Species,Accepted,3090173,Actinobole uliginosum,(A.Gray) H.Eichler,3090173,Asteraceae,exact,100,3130497,Actinobole uliginosum (A.Gray) H.Eichler,Actinobole uliginosum,(A.Gray) H.Eichler,SPECIES,ACCEPTED,EXACT,100,3130497,Actinobole uliginosum (A.Gray) H.Eichler,(A.Gray) H.Eichler,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Actinobole,Actinobole uliginosum,3130497
inaturalist_eneabba|riviera_2021_restecol|tsakalos_2018_applvegsci,True,*Arctotheca calendula,Arctotheca calendula,(L.) K.Lewin,Species,Accepted,3075560,Arctotheca calendula,(L.) K.Lewin,3075560,Asteraceae,exact,100,12351133,Arctotheca calendula (L.) K.Lewin,Arctotheca calendula,(L.) K.Lewin,SPECIES,SYNONYM,EXACT,100,3114986,Arctotheca calendula (L.) Levyns,(L.) Levyns,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctotheca,Arctotheca calendula,3114986
tsakalos_2018_applvegsci,False,Blennospora drummondii,Blennospora drummondii,A.Gray,Species,Accepted,3090275,Blennospora drummondii,A.Gray,3090275,Asteraceae,exact,100,3117080,Blennospora drummondii A.Gray,Blennospora drummondii,A.Gray,SPECIES,ACCEPTED,EXACT,100,3117080,Blennospora drummondii A.Gray,A.Gray,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Blennospora,Blennospora drummondii,3117080
tsakalos_2018_applvegsci,False,Brachyscome ciliaris,Brachyscome ciliaris,(Labill.) Less.,Species,Accepted,3097163,Brachyscome ciliaris,(Labill.) Less.,3097163,Asteraceae,exact,100,3144591,Brachyscome ciliaris (Labill.) Less.,Brachyscome ciliaris,(Labill.) Less.,SPECIES,ACCEPTED,EXACT,100,3144591,Brachyscome ciliaris (Labill.) Less.,(Labill.) Less.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brachyscome,Brachyscome ciliaris,3144591
tsakalos_2018_applvegsci,True,Centaurea melitensis,Centaurea melitensis,L.,Species,Accepted,3049996,Centaurea melitensis,L.,3049996,Asteraceae,exact,100,3128091,Centaurea melitensis L.,Centaurea melitensis,L.,SPECIES,ACCEPTED,EXACT,100,3128091,Centaurea melitensis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea melitensis,3128091
tsakalos_2018_applvegsci,False,Gnephosis angianthoides,Gnephosis angianthoides,(Steetz) Anderb.,Species,Accepted,3090215,Gnephosis angianthoides,(Steetz) Anderb.,3090215,Asteraceae,exact,100,3117306,Gnephosis angianthoides (Steetz) Anderb.,Gnephosis angianthoides,(Steetz) Anderb.,SPECIES,ACCEPTED,EXACT,100,3117306,Gnephosis angianthoides (Steetz) Anderb.,(Steetz) Anderb.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnephosis,Gnephosis angianthoides,3117306
tsakalos_2018_applvegsci,False,Gnephosis tenuissima,Gnephosis tenuissima,Cass.,Species,Accepted,3090251,Gnephosis tenuissima,Cass.,3090251,Asteraceae,exact,100,3117320,Gnephosis tenuissima Cass.,Gnephosis tenuissima,Cass.,SPECIES,ACCEPTED,EXACT,100,3117320,Gnephosis tenuissima Cass.,Cass.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnephosis,Gnephosis tenuissima,3117320
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Hyalosperma cotula,Hyalosperma cotula,(Benth.) Paul G.Wilson,Species,Accepted,3090142,Hyalosperma cotula,(Benth.) Paul G.Wilson,3090142,Asteraceae,exact,100,3130632,Hyalosperma cotula (Benth.) Paul G.Wilson,Hyalosperma cotula,(Benth.) Paul G.Wilson,SPECIES,ACCEPTED,EXACT,100,3130632,Hyalosperma cotula (Benth.) Paul G.Wilson,(Benth.) Paul G.Wilson,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hyalosperma,Hyalosperma cotula,3130632
riviera_2021_restecol|tsakalos_2018_applvegsci,True,*Hypochaeris glabra,Hypochaeris glabra,L.,Species,Accepted,3074561,Hypochaeris glabra,L.,3074561,Asteraceae,exact,100,3093911,Hypochaeris glabra L.,Hypochaeris glabra,L.,SPECIES,ACCEPTED,EXACT,100,3093911,Hypochaeris glabra L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,Hypochaeris glabra,3093911
tsakalos_2018_applvegsci,False,Lagenophora huegelii,Lagenophora huegelii,Benth.,Species,Accepted,3096559,Lagenophora huegelii,Benth.,3096559,Asteraceae,exact,100,3142121,Lagenophora huegelii Benth.,Lagenophora huegelii,Benth.,SPECIES,ACCEPTED,EXACT,100,3142121,Lagenophora huegelii Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lagenophora,Lagenophora huegelii,3142121
tsakalos_2018_applvegsci,False,Millotia myosotidifolia,Millotia myosotidifolia,Steetz,Species,Accepted,3087664,Millotia myosotidifolia,Steetz,3087664,Asteraceae,exact,100,5388764,Millotia myosotidifolia (Benth.) Steetz,Millotia myosotidifolia,(Benth.) Steetz,SPECIES,ACCEPTED,EXACT,100,5388764,Millotia myosotidifolia (Benth.) Steetz,(Benth.) Steetz,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Millotia,Millotia myosotidifolia,5388764
tsakalos_2018_applvegsci,False,Podolepis aristata,Podolepis aristata,Benth.,Species,Accepted,3209493,Podolepis aristata,Benth.,3209493,Asteraceae,exact,100,6064122,Podolepis aristata Benth.,Podolepis aristata,Benth.,SPECIES,ACCEPTED,EXACT,100,6064122,Podolepis aristata Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Podolepis,Podolepis aristata,6064122
tsakalos_2018_applvegsci,False,Podolepis gracilis,Podolepis gracilis,Graham,Species,Accepted,3090027,Podolepis gracilis,Graham,3090027,Asteraceae,exact,100,3100346,Podolepis gracilis Graham,Podolepis gracilis,Graham,SPECIES,ACCEPTED,EXACT,100,3100346,Podolepis gracilis Graham,Graham,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Podolepis,Podolepis gracilis,3100346
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Podotheca angustifolia,Podotheca angustifolia,(Labill.) Less.,Species,Accepted,3087624,Podotheca angustifolia,(Labill.) Less.,3087624,Asteraceae,exact,100,4224262,Podotheca angustifolia (Labill.) Less.,Podotheca angustifolia,(Labill.) Less.,SPECIES,ACCEPTED,EXACT,100,4224262,Podotheca angustifolia (Labill.) Less.,(Labill.) Less.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Podotheca,Podotheca angustifolia,4224262
tsakalos_2018_applvegsci,False,Podotheca chrysantha,Podotheca chrysantha,Benth.,Species,Accepted,3087627,Podotheca chrysantha,Benth.,3087627,Asteraceae,exact,100,3131105,Podotheca chrysantha (Steetz) Benth.,Podotheca chrysantha,(Steetz) Benth.,SPECIES,ACCEPTED,EXACT,100,3131105,Podotheca chrysantha (Steetz) Benth.,(Steetz) Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Podotheca,Podotheca chrysantha,3131105
tsakalos_2018_applvegsci,False,Podotheca gnaphalioides,Podotheca gnaphalioides,Graham,Species,Accepted,3087630,Podotheca gnaphalioides,Graham,3087630,Asteraceae,exact,100,3131106,Podotheca gnaphalioides Graham,Podotheca gnaphalioides,Graham,SPECIES,ACCEPTED,EXACT,100,3131106,Podotheca gnaphalioides Graham,Graham,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Podotheca,Podotheca gnaphalioides,3131106
tsakalos_2018_applvegsci,False,Pterochaeta paniculata,Pterochaeta paniculata,Steetz,Species,Accepted,3089990,Pterochaeta paniculata,Steetz,3089990,Asteraceae,exact,100,5402605,Pterochaeta paniculata Steetz,Pterochaeta paniculata,Steetz,SPECIES,ACCEPTED,EXACT,100,5402605,Pterochaeta paniculata Steetz,Steetz,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pterochaeta,Pterochaeta paniculata,5402605
tsakalos_2018_applvegsci,False,Podolepis capillaris,Podolepis capillaris,(Steetz) Diels,Species,Synonym,3090020,Siemssenia capillaris,Steetz,3090018,Asteraceae,exact,100,3130160,Siemssenia capillaris Steetz,Siemssenia capillaris,Steetz,SPECIES,ACCEPTED,EXACT,100,3130160,Siemssenia capillaris Steetz,Steetz,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Siemssenia,Siemssenia capillaris,3130160
tsakalos_2018_applvegsci,False,Siloxerus filifolius,Siloxerus filifolius,(Benth.) Ostenf.,Species,Accepted,3090178,Siloxerus filifolius,(Benth.) Ostenf.,3090178,Asteraceae,exact,100,3100659,Siloxerus filifolius (Benth.) Ostenf.,Siloxerus filifolius,(Benth.) Ostenf.,SPECIES,ACCEPTED,EXACT,100,3100659,Siloxerus filifolius (Benth.) Ostenf.,(Benth.) Ostenf.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Siloxerus,Siloxerus filifolius,3100659
tsakalos_2018_applvegsci,False,Siloxerus humifusus,Siloxerus humifusus,Labill.,Species,Accepted,3090183,Siloxerus humifusus,Labill.,3090183,Asteraceae,exact,100,3100666,Siloxerus humifusus Labill.,Siloxerus humifusus,Labill.,SPECIES,ACCEPTED,EXACT,100,3100666,Siloxerus humifusus Labill.,Labill.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Siloxerus,Siloxerus humifusus,3100666
tsakalos_2018_applvegsci,True,Sonchus oleraceus,Sonchus oleraceus,L.,Species,Accepted,2929055,Sonchus oleraceus,L.,2929055,Asteraceae,exact,100,8228544,Sonchus oleraceus L.,Sonchus oleraceus,L.,SPECIES,ACCEPTED,EXACT,100,8228544,Sonchus oleraceus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,Sonchus oleraceus,8228544
tsakalos_2018_applvegsci,True,Ursinia anthemoides,Ursinia anthemoides,(L.) Poir.,Species,Accepted,3106953,Ursinia anthemoides,(L.) Poir.,3106953,Asteraceae,exact,100,3089033,Ursinia anthemoides (L.) Poir.,Ursinia anthemoides,(L.) Poir.,SPECIES,ACCEPTED,EXACT,100,3089033,Ursinia anthemoides (L.) Poir.,(L.) Poir.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ursinia,Ursinia anthemoides,3089033
tsakalos_2018_applvegsci,False,Waitzia acuminata,Waitzia acuminata,Steetz,Species,Accepted,3089968,Waitzia acuminata,Steetz,3089968,Asteraceae,exact,100,5396208,Waitzia acuminata Steetz,Waitzia acuminata,Steetz,SPECIES,ACCEPTED,EXACT,100,5396208,Waitzia acuminata Steetz,Steetz,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Waitzia,Waitzia acuminata,5396208
tsakalos_2018_applvegsci,False,Waitzia podolepis,Waitzia podolepis,Steetz,Species,Accepted,3089982,Waitzia podolepis,Steetz,3089982,Asteraceae,exact,100,7892152,Waitzia podolepis (Gaudich.) Steetz,Waitzia podolepis,(Gaudich.) Steetz,SPECIES,ACCEPTED,EXACT,100,7892152,Waitzia podolepis (Gaudich.) Steetz,(Gaudich.) Steetz,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Waitzia,Waitzia podolepis,7892152
tsakalos_2018_applvegsci,False,Borya sphaerocephala,Borya sphaerocephala,R.Br.,Species,Accepted,300943,Borya sphaerocephala,R.Br.,300943,Boryaceae,exact,100,2860799,Borya sphaerocephala R.Br.,Borya sphaerocephala,R.Br.,SPECIES,ACCEPTED,EXACT,100,2860799,Borya sphaerocephala R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Boryaceae,Borya,Borya sphaerocephala,2860799
tsakalos_2018_applvegsci,True,Brassica tournefortii,Brassica tournefortii,Gouan,Species,Synonym,2682848,Coincya tournefortii,"(Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",2730504,Brassicaceae,exact,100,3690903,"Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",Coincya tournefortii,"(Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",SPECIES,HOMOTYPIC_SYNONYM,EXACT,100,3042624,Brassica tournefortii Gouan,Gouan,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica tournefortii,3042624
riviera_2021_restecol,True,*Brassica tournefortii agg.,Brassica tournefortii,Gouan,Species,Synonym,2682848,Coincya tournefortii,"(Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",2730504,Brassicaceae,exact,100,3690903,"Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",Coincya tournefortii,"(Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",SPECIES,HOMOTYPIC_SYNONYM,EXACT,100,3042624,Brassica tournefortii Gouan,Gouan,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica tournefortii,3042624
tsakalos_2018_applvegsci,True,Raphanus raphanistrum,Raphanus raphanistrum,L.,Species,Accepted,2422367,Raphanus raphanistrum,L.,2422367,Brassicaceae,exact,100,3040983,Raphanus raphanistrum L.,Raphanus raphanistrum,L.,SPECIES,ACCEPTED,EXACT,100,3040983,Raphanus raphanistrum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus raphanistrum,3040983
inaturalist_eneabba,False,Byblis lamellata,Byblis lamellata,Conran & Lowrie,Species,Accepted,222756,Byblis lamellata,Conran & Lowrie,222756,Byblidaceae,exact,100,5635105,Byblis lamellata Conran & Lowrie,Byblis lamellata,Conran & Lowrie,SPECIES,ACCEPTED,EXACT,100,5635105,Byblis lamellata Conran & Lowrie,Conran & Lowrie,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Byblidaceae,Byblis,Byblis lamellata,5635105
tsakalos_2018_applvegsci,False,Isotoma hypocrateriformis,Isotoma hypocrateriformis,(R.Br.) Druce,Species,Accepted,370889,Isotoma hypocrateriformis,(R.Br.) Druce,370889,Campanulaceae,exact,100,5412359,Isotoma hypocrateriformis (R.Br.) Druce,Isotoma hypocrateriformis,(R.Br.) Druce,SPECIES,ACCEPTED,EXACT,100,5412359,Isotoma hypocrateriformis (R.Br.) Druce,(R.Br.) Druce,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Isotoma,Isotoma hypocrateriformis,5412359
tsakalos_2018_applvegsci,False,Lobelia heterophylla,Lobelia heterophylla,Labill.,Species,Accepted,353168,Lobelia heterophylla,Labill.,353168,Campanulaceae,exact,100,5408368,Lobelia heterophylla Labill.,Lobelia heterophylla,Labill.,SPECIES,ACCEPTED,EXACT,100,5408368,Lobelia heterophylla Labill.,Labill.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia heterophylla,5408368
tsakalos_2018_applvegsci,False,Lobelia rarifolia,Lobelia rarifolia,E.Wimm.,Species,Accepted,352937,Lobelia rarifolia,E.Wimm.,352937,Campanulaceae,exact,100,5407821,Lobelia rarifolia E.Wimm.,Lobelia rarifolia,E.Wimm.,SPECIES,ACCEPTED,EXACT,100,5407821,Lobelia rarifolia E.Wimm.,E.Wimm.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia rarifolia,5407821
tsakalos_2018_applvegsci,False,Lobelia rhytidosperma,Lobelia rhytidosperma,Benth.,Species,Accepted,352920,Lobelia rhytidosperma,Benth.,352920,Campanulaceae,exact,100,5408365,Lobelia rhytidosperma Benth.,Lobelia rhytidosperma,Benth.,SPECIES,ACCEPTED,EXACT,100,5408365,Lobelia rhytidosperma Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia rhytidosperma,5408365
inaturalist_eneabba|tsakalos_2018_applvegsci,True,Wahlenbergia capensis,Wahlenbergia capensis,(L.) A.DC.,Species,Accepted,357344,Wahlenbergia capensis,(L.) A.DC.,357344,Campanulaceae,exact,100,5413612,Wahlenbergia capensis (L.) A.DC.,Wahlenbergia capensis,(L.) A.DC.,SPECIES,ACCEPTED,EXACT,100,5413612,Wahlenbergia capensis (L.) A.DC.,(L.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Wahlenbergia,Wahlenbergia capensis,5413612
tsakalos_2018_applvegsci,False,Wahlenbergia gracilenta,Wahlenbergia gracilenta,Lothian,Species,Accepted,357517,Wahlenbergia gracilenta,Lothian,357517,Campanulaceae,exact,100,5413606,Wahlenbergia gracilenta Lothian,Wahlenbergia gracilenta,Lothian,SPECIES,ACCEPTED,EXACT,100,5413606,Wahlenbergia gracilenta Lothian,Lothian,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Wahlenbergia,Wahlenbergia gracilenta,5413606
tsakalos_2018_applvegsci,True,Polycarpon tetraphyllum,Polycarpon tetraphyllum,(L.) L.,Species,Accepted,2409666,Polycarpon tetraphyllum,(L.) L.,2409666,Caryophyllaceae,exact,100,3085381,Polycarpon tetraphyllum (L.) L.,Polycarpon tetraphyllum,(L.) L.,SPECIES,ACCEPTED,EXACT,100,3085381,Polycarpon tetraphyllum (L.) L.,(L.) L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpon,Polycarpon tetraphyllum,3085381
tsakalos_2018_applvegsci,False,Allocasuarina campestris,Allocasuarina campestris,(Diels) L.A.S.Johnson,Species,Accepted,382116,Allocasuarina campestris,(Diels) L.A.S.Johnson,382116,Casuarinaceae,exact,100,2891864,Allocasuarina campestris (Diels) L.A.S.Johnson,Allocasuarina campestris,(Diels) L.A.S.Johnson,SPECIES,ACCEPTED,EXACT,100,2891864,Allocasuarina campestris (Diels) L.A.S.Johnson,(Diels) L.A.S.Johnson,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Allocasuarina,Allocasuarina campestris,2891864
tsakalos_2018_applvegsci,False,Allocasuarina humilis,Allocasuarina humilis,(Otto & A.Dietr.) L.A.S.Johnson,Species,Accepted,382144,Allocasuarina humilis,(Otto & A.Dietr.) L.A.S.Johnson,382144,Casuarinaceae,exact,100,2891890,Allocasuarina humilis (Otto & A.Dietr.) L.A.S.Johnson,Allocasuarina humilis,(Otto & A.Dietr.) L.A.S.Johnson,SPECIES,ACCEPTED,EXACT,100,2891890,Allocasuarina humilis (Otto & A.Dietr.) L.A.S.Johnson,(Otto & A.Dietr.) L.A.S.Johnson,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Allocasuarina,Allocasuarina humilis,2891890
tsakalos_2018_applvegsci,False,Allocasuarina lehmanniana,Allocasuarina lehmanniana,(Miq.) L.A.S.Johnson,Species,Accepted,382146,Allocasuarina lehmanniana,(Miq.) L.A.S.Johnson,382146,Casuarinaceae,exact,100,2891855,Allocasuarina lehmanniana (Miq.) L.A.S.Johnson,Allocasuarina lehmanniana,(Miq.) L.A.S.Johnson,SPECIES,ACCEPTED,EXACT,100,2891855,Allocasuarina lehmanniana (Miq.) L.A.S.Johnson,(Miq.) L.A.S.Johnson,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Allocasuarina,Allocasuarina lehmanniana,2891855
tsakalos_2018_applvegsci,False,Allocasuarina microstachya,Allocasuarina microstachya,(Miq.) L.A.S.Johnson,Species,Accepted,382154,Allocasuarina microstachya,(Miq.) L.A.S.Johnson,382154,Casuarinaceae,exact,100,2891857,Allocasuarina microstachya (Miq.) L.A.S.Johnson,Allocasuarina microstachya,(Miq.) L.A.S.Johnson,SPECIES,ACCEPTED,EXACT,100,2891857,Allocasuarina microstachya (Miq.) L.A.S.Johnson,(Miq.) L.A.S.Johnson,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Allocasuarina,Allocasuarina microstachya,2891857
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Stackhousia dielsii,Stackhousia dielsii,Pamp.,Species,Accepted,2580240,Stackhousia dielsii,Pamp.,2580240,Celastraceae,exact,100,5553293,Stackhousia dielsii Pamp.,Stackhousia dielsii,Pamp.,SPECIES,ACCEPTED,EXACT,100,5553293,Stackhousia dielsii Pamp.,Pamp.,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Stackhousia,Stackhousia dielsii,5553293
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Tripterococcus brunonis,Tripterococcus brunonis,Endl.,Species,Accepted,2513750,Tripterococcus brunonis,Endl.,2513750,Celastraceae,exact,100,3698194,Tripterococcus brunonis Endl.,Tripterococcus brunonis,Endl.,SPECIES,ACCEPTED,EXACT,100,3698194,Tripterococcus brunonis Endl.,Endl.,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Tripterococcus,Tripterococcus brunonis,3698194
tsakalos_2018_applvegsci,False,Burchardia congesta,Burchardia congesta,Lindl.,Species,Accepted,301498,Burchardia congesta,Lindl.,301498,Colchicaceae,exact,100,2740397,Burchardia congesta Lindl.,Burchardia congesta,Lindl.,SPECIES,ACCEPTED,EXACT,100,2740397,Burchardia congesta Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Burchardia,Burchardia congesta,2740397
tsakalos_2018_applvegsci,False,Crassula colorata,Crassula colorata,(Nees) Ostenf.,Species,Accepted,2741599,Crassula colorata,(Nees) Ostenf.,2741599,Crassulaceae,exact,100,7334348,Crassula colorata (Nees) Ostenf.,Crassula colorata,(Nees) Ostenf.,SPECIES,ACCEPTED,EXACT,100,7334348,Crassula colorata (Nees) Ostenf.,(Nees) Ostenf.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,Crassula colorata,7334348
tsakalos_2018_applvegsci,False,Callitris acuminata,Callitris acuminata,(Parl.) F.Muell.,Species,Accepted,382328,Callitris acuminata,(Parl.) F.Muell.,382328,Cupressaceae,exact,100,2684113,Callitris acuminata (Parl.) F.Muell.,Callitris acuminata,(Parl.) F.Muell.,SPECIES,SYNONYM,EXACT,100,2684112,Actinostrobus acuminatus Parl.,Parl.,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Actinostrobus,Actinostrobus acuminatus,2684112
tsakalos_2018_applvegsci,False,Callitris arenaria,Callitris arenaria,(C.A.Gardner) J.E.Piggin & J.J.Bruhl,Species,Accepted,462564,Callitris arenaria,(C.A.Gardner) J.E.Piggin & J.J.Bruhl,462564,Cupressaceae,exact,100,8266886,Callitris arenaria (C.A.Gardner) J.E.Piggin & J.J.Bruhl,Callitris arenaria,(C.A.Gardner) J.E.Piggin & J.J.Bruhl,SPECIES,HOMOTYPIC_SYNONYM,EXACT,100,2684114,Actinostrobus arenarius C.A.Gardner,C.A.Gardner,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Actinostrobus,Actinostrobus arenarius,2684114
tsakalos_2018_applvegsci,False,Callitris pyramidalis,Callitris pyramidalis,(Miq.) J.E.Piggin & J.J.Bruhl,Species,Accepted,462565,Callitris pyramidalis,(Miq.) J.E.Piggin & J.J.Bruhl,462565,Cupressaceae,exact,100,8064537,Callitris pyramidalis (Miq.) J.E.Piggin & J.J.Bruhl,Callitris pyramidalis,(Miq.) J.E.Piggin & J.J.Bruhl,SPECIES,HOMOTYPIC_SYNONYM,EXACT,100,2684116,Actinostrobus pyramidalis Miq.,Miq.,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Actinostrobus,Actinostrobus pyramidalis,2684116
tsakalos_2018_applvegsci,False,Schoenus grandiflorus,Schoenus grandiflorus,(Nees ex Lehm.) F.Muell.,Species,Synonym,263342,Ammothryon grandiflorum,"(Nees ex Lehm.) R.L.Barrett, K.L.Wilson & J.J.Bruhl",3293602,Cyperaceae,exact,100,12374624,"Ammothryon grandiflorum (Nees ex Lehm.) R.L.Barrett, K.L.Wilson & J.J.Bruhl",Ammothryon grandiflorum,"(Nees ex Lehm.) R.L.Barrett, K.L.Wilson & J.J.Bruhl",SPECIES,SYNONYM,EXACT,100,2709915,Schoenus grandiflorus (Nees ex Lehm.) F.Muell.,(Nees ex Lehm.) F.Muell.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenus,Schoenus grandiflorus,2709915
tsakalos_2018_applvegsci,False,Caustis dioica,Caustis dioica,R.Br.,Species,Accepted,232536,Caustis dioica,R.Br.,232536,Cyperaceae,exact,100,2718179,Caustis dioica R.Br.,Caustis dioica,R.Br.,SPECIES,ACCEPTED,EXACT,100,2718179,Caustis dioica R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Caustis,Caustis dioica,2718179
